,Location,Page_n,Title,Url,Date,Description,Clean_text
8306,Polska,7,Kilkanaście tysięcy zakażeń. Nowe dane Ministerstwa Zdrowia,https://www.tvp.info/52806056/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-16-marca-wtork-padl-rekord-statystyki-liczba-zgonow-16032021,16.03.2021,"Rosjanin, który pracował jako reporter rosyjskiej telewizji, otrzymał zakaz wjazdu na teren Polski. Według Służby Kontrwywiadu Wojskowego „dziennikarz” zbierał materiały na potrzeby rosyjskich działań dezinformacyjnych przeciwko Polsce.",ERROR
8309,Polska,7,Koronawirus. Dramatyczne dane z ostatniej doby,https://www.tvp.info/52805457/koronawirus-w-polsce-nowe-dane-ministerstwa-zdrowia-o-sytuacji-w-szpitalach-wtorek-16-marca-waldemar-kraska-o-liczbie-nowych-pacjentow-z-covid-19-16032021,16.03.2021,"Instytut Pamięci Narodowej opublikował na Facebooku zdjęcie Polki, które wykonano ponad 70 lat temu. Instytucja poprosiła internautów o pomoc w ustaleniu tożsamości bohaterki fotografii. Okazuje się, że podczas wojny o niej pisały ówczesne gazety. Według nich była żoną zaginionego pilota, odznaczonego przez brytyjskiego monarchę. Portal tvp.info uzyskał stanowisko IPN w tej sprawie.",ERROR
8343,Polska,9,Koronawirus w Polsce. Transmisja konferencji rządu na portalu tvp.info,https://www.tvp.info/52789138/koronawirus-konferencja-rzadu-poniedzialek-15-marca-transmisja-online-briefingu-minister-zdrowia-adam-niedzielski-i-szef-kprm-michal-dworczyk-co-oglosza-nauka-zdalna-nowe-restrykcje-epidemia-covid-19-w-polsce,15.03.2021,"Biegli psychiatrzy ocenią, czy Janina A., matka europosłanki KE Magdaleny Adamowicz, może brać udział w procesie przed sądem w Gdańsku. Kobieta jest oskarżona o składanie fałszywych zeznań w śledztwie ws. nieprawidłowości w oświadczeniu majątkowym prezydenta Gdańska Pawła Adamowicza.",ERROR
8346,Polska,9,Koronawirus. Konferencja ministra zdrowia i szefa KPRM,https://www.tvp.info/52788057/koronawirus-w-polsce-konferencja-rzadu-ministra-zdrowia-adama-niedzielskiego-i-szefa-kprm-michala-dworczyka-transmisja-online-poniedzialek-15032021,15.03.2021,"Matury 2021. Maturzyści mierzyli się z próbnym egzaminem z historii na poziomie rozszerzonym. To jeden z ostatnich testów przed właściwymi egzaminami, które rozpoczną się na początku maja. Jakie pytania były na rozszerzonej maturze próbnej z historii? Centralna Komisja Egzaminacyjna udostępniła arkusz i kartę odpowiedzi.",ERROR
8353,Polska,9,Koronawirus w Polsce. Ministerstwo Zdrowia podało dane o zakażeniach,https://www.tvp.info/52786824/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-15-marca-poniedzialek-padl-rekord-statystyki-liczba-zgonow-15032021,15.03.2021,Zima nie powiedziała jeszcze ostatniego słowa.,ERROR
8357,Polska,9,Ile jest wart test na COVID-19 z supermarketu? Wiceminister zdrowia wyjaśnia,https://www.tvp.info/52785455/test-na-covid-19-z-biedronki-primacovid-jaka-jest-jego-cena-jak-sie-wykonuje-pokazuje-obecnosc-przeciwcial-czy-jest-skuteczny-sa-watpliwosci-wyjasnia-wiceminister-zdrowia-waldemar-kraska,15.03.2021,"Andrzej Rozenek z Lewicy poinformował, że test na obecność koronawirusa dał u niego dodatni wynik. Zaapelował też do obywateli, aby „bardzo na siebie uważali”.",ERROR
8359,Polska,9,Poseł Lewicy zakażony. „Objawy koronawirusa mam książkowe”,https://www.tvp.info/52785644/andrzej-rozenek-z-lewicy-zakazony-koronawirusem-nowe-informacje-ws-covid-19,15.03.2021,"Prezes Narodowego Banku Polskiego Adam Glapiński zapowiedział w wywiadzie dla tygodnika „Sieci”, że zamierza ubiegać się o kolejną kadencję szefa banku centralnego. Glapiński zapewniał też m.in., że w ciągu kilku lat chce dokupić jeszcze 100 ton złota na rezerwy i trzymać je w Polsce razem z obecnymi 229 tonami.",ERROR
8378,Polska,0,Raport Ministerstwa Zdrowia. Dziś kilkanaście tysięcy zakażeń,https://www.tvp.info/52775322/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-14-marca-niedziela-padl-rekord-statystyki-liczba-zgonow-14032021,14.03.2021,"Za dwa, trzy tygodnie może być nawet 40 tysięcy zakażeń dziennie – powiedział prezes Warszawskich Lekarzy Rodzinnych dr Michał Sutkowski. Dodał, że wzrośnie też liczba zgonów.",ERROR
8381,Polska,1,Jarosław Gowin zakażony koronawirusem,https://www.tvp.info/52775207/jaroslaw-gowin-zakazilem-sie-koronawirusem,14.03.2021,"TOPR podniósł wieczorem do najwyższego– trzeciego– stopień zagrożenia lawinowego w Tatrach. W komunikacie lawinowym napisano, że pokrywa śnieżna na wielu stromych stokach jest związana umiarkowanie bądź słabo. Wyzwolenie lawiny jest możliwe nawet przy małym obciążeniu dodatkowym.",ERROR
8406,Polska,2,Koronawirus w Polsce. Dziś ponad 20 tysięcy zakażeń,https://www.tvp.info/52763765/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-13-marca-sobota-padl-rekord-statystyki-liczba-zgonow-13032021,13.03.2021,PiS jest zdecydowanym liderem w najnowszym sondażu preferencji politycznych. Zaskoczeniem jest natomiast zmiana na drugim miejscu. Ruch Szymona Hołowni Polska 2050 wyprzedził dotychczasowego lidera opozycji Koalicję Obywatelską.,ERROR
8413,Polska,2,Zmiany w obostrzeniach epidemicznych. Obowiązują od dziś [LISTA],https://www.tvp.info/52762125/nowe-obostrzenia-obowiazuja-od-dzis-zmiany-w-rozporzadzeniu-premiera-galerie-handlowe-maseczki-sklepy-hotele-nauczanie-zdalne-i-stacjonarne-hybrydowe-jakie-obowiazuja-restrykcje-w-wojewodztwie-pomorskim,13.03.2021,"Szef PO Borys Budka pochwalił się zdjęciem urodzinowego tortu z ośmioma świeczkami nawiązującymi do ośmiu gwiazdek, skrótu od wulgarnego hasła „J***ć PiS”. Europoseł Lewicy Robert Biedroń urządził z kolei w czerwonych włosach show w Parlamencie Europejskim. – Smarkateria polityczna opozycji. Widać, że Budka nie dorósł do tego, żeby być przewodniczącym Platformy Obywatelskiej, nazywanej przez niektórych „Partią Obciachu”. Te osiem świeczek może symbolizować tylko osiem porażek PO w kolejnych wyborach – powiedział tvp.info poseł PiS Jan Mosiński.",ERROR
8419,Polska,2,Rafał Trzaskowski zakażony koronawirusem,https://www.tvp.info/52754314/prezydent-warszawy-rafal-trzaskowski-zakazony-koronawirusem,12.03.2021,"W związku z kontynuacją nieprzyjaznych gestów Mińska wobec polskich dyplomatów, w ramach zasady wzajemności, MSZ podjęło decyzję o wydaleniu dwojga białoruskich konsulów z placówek w Białymstoku i Warszawie – poinformował w piątek wiceszef MSZ Marcin Przydacz.",ERROR
8432,Polska,3,Premier o wsparciu dla firm: Trzecia fala epidemii groźna dla gospodarki,https://www.tvp.info/52749091/premier-o-wsparciu-dla-firm-w-marcu-kolejne-45-mld-zl-wsparcia,12.03.2021,"W szpitalu na Stadionie Narodowym leży blisko ćwierć tysiąca pacjentów chorych na COVID-19; jeśli będzie taka potrzeba, to w krótkim czasie zostanie uruchomionych 1,2 tys. łóżek – zapewnił szef KPRM, pełnomocnik rządu ds szczepień Michał Dworczyk.",ERROR
8435,Polska,3,Raport Ministerstwa Zdrowia. Kilkanaście tysięcy zakażeń,https://www.tvp.info/52748456/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-12-marca-piatek-padl-rekord-statystyki-liczba-zgonow-12032021,12.03.2021,"Przyjęliśmy zasadę, że reagujemy regionami, województwami tam, gdzie sytuacja jest najtrudniejsza. Wtedy wprowadzamy obostrzenia. Teraz Warszawa generuje największą liczbę zakażeń – powiedział wiceminister zdrowia Waldemar Kraska.",ERROR
8437,Polska,3,Nowe obostrzenia w województwach. „Warszawa generuje najwięcej zakażeń”,https://www.tvp.info/52747902/nowe-obostrzenia-zmiany-w-rozporzadzeniu-premiera-lockdown-w-kolejnych-wojewodztwach-kraska-warszawa-generuje-najwieksza-liczbe-zakazen-koronawirusem,12.03.2021,"Czy to dobry czas na budowanie Centralnego Portu Komunikacyjnego, gdy linie lotnicze notują straty przez pandemię? – To nie byłby dobry czas na otwieranie takiego lotniska. Będziemy otwierać CPK – mówimy o 2027 r., pełnia operacyjna to 2028, 2029 r. – za kilka lat. Raczej nikt nie prognozuje, że pandemia będzie trwała jeszcze osiem lat – mówił w TVP1 wiceminister infrastruktury i pełnomocnik rządu ds. CPK Marcin Horała. – Gdy ruch lotniczy wróci, będziemy potrzebować infrastruktury, a nie dyskusji o rozpoczęciu inwestycji – mówił.",ERROR
8439,Polska,3,"Pandemia a budowa CPK. „Gdy ruch lotniczy wróci, będziemy potrzebowali infrastruktury”",https://www.tvp.info/52747159/centralny-port-komunikacyjny-a-koronawirus-budowa-ma-sens-marcin-horala-pandemia-nie-bedzie-trwala-8-lat,12.03.2021,"Według prognoz szczyt zachorowań na COVID-19 ma nastąpić na przełomie marca i kwietnia. Oznacza to, że Wielkanoc będziemy musieli prawdopodobnie spędzić tak jak Boże Narodzenie, ograniczając się do kontaktu z domownikami – powiedział minister zdrowia Adam Niedzielski.",ERROR
8451,Polska,4,Brytyjska mutacja  koronawirusa w Polsce. Za ile zachorowań jest odpowiedzialna?,https://www.tvp.info/52737795/niedzielski-o-brytyjskiej-mutacji-koronawirusa-w-polsce-40-procent-zachorowan,11.03.2021,"IPN przedstawił w czwartek w Warszawie publikację „Jeńcy 1920”, opisującą sowiecko-rosyjską manipulację ws. losów żołnierzy Armii Czerwonej, którzy po wojnie 1920 r. trafili do polskiej niewoli. Książka – w języku polskim i rosyjskim – dostępna jest na stronie internetowej IPN.",ERROR
8474,Polska,5,Raport o koronawirusie. Ministerstwo Zdrowia: To rekord zakażeń w tym roku,https://www.tvp.info/52729544/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-11-marca-czwartek-padl-rekord-statystyki-liczba-zgonow-11032021,11.03.2021,"Dzisiaj liczba nowych zakażeń koronawirusem będzie większa niż wczoraj – poinformował rzecznik rządu Piotr Müller. Mówił, że prawdopodobnie już w czwartek zapadną decyzje ws. obostrzeń i możliwe, że jeszcze tego dnia zostaną zaprezentowane.",ERROR
8476,Polska,5,"Zakażeń jest jeszcze więcej, będzie lockdown? Dziś decyzje rządu",https://www.tvp.info/52728962/rekord-liczby-nowych-zakazen-beda-nowe-obostrzenia-rzadu-dzis-decyzja-bedzie-lockdown-konferencja-rzadu-premiera,11.03.2021,"Jan Filip Libicki nie wyklucza poparcia kandydatury Bartłomieja Wróblewskiego, jeśli ten będzie się ubiegał o stanowisko Rzecznika Praw Obywatelskich. – To byłby ogromny problem polityczny dla PSL. Rozważałbym wtedy wystąpienie z partii i pozostanie senatorem niezależnym – powiedział senator.",ERROR
8479,Polska,5,Jarosław Kaczyński zaszczepiony na COVID-19,https://www.tvp.info/52728422/jaroslaw-kaczynski-zaszczepiony-na-koronawirusa-prezes-pis-przyjal-pierwsza-dawke-szczepionki,11.03.2021,"Czy po świętach wielkanocnych będzie możliwy powrót pozostałych klas do szkół? – Kwiecień jest realny, ale jeśli uda się powstrzymać trzecią falę epidemii koronawirusa – powiedział w TVP Info minister edukacji i nauki Przemysław Czarnek.",ERROR
8484,Polska,6,Ile szczepień na koronawirusa w Polsce? Nowe dane,https://www.tvp.info/52725840/pandemia-koronawirusa-ile-szczepien-wykonano-w-polsce-ile-osob-przyjelo-obie-dawki,11.03.2021,Ozdrowieńcy będą szczepieni przeciw COVID-19 nie wcześniej niż trzy miesiące od dnia uzyskania pozytywnego testu na obecność wirusa – to jedna ze zmian przewidzianych w opublikowanej w środę wieczorem w Dzienniku Ustaw nowelizacji rozporządzenia w sprawie ograniczeń epidemicznych. Modyfikacjom ulegną także obowiązujące restrykcje. Co się zmieni? Nowe przepisy wchodzą w życie już w czwartek 11 marca.,ERROR
8511,Polska,7,"Prof. Gut: Epidemia się rozwija, a trend nadal jest negatywny",https://www.tvp.info/52711078/koronawirus-prof-gut-epidemia-sie-rozwija-a-trend-nadal-jest-negatywny,10.03.2021,W czwartek 11 marca rusza rejestracja na szczepienia przeciw COVID-19 dla osób w wieku od 65 do 69 lat. Także osoby w wieku 70+ nadal mogą zapisywać się na szczepienie. Jak to zrobić? Sprawdź harmonogram rejestracji.,ERROR
8512,Polska,7,Padł rekord zakażeń. Nowy raport Ministerstwa Zdrowia,https://www.tvp.info/52711033/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-10-marca-sroda-padl-rekord-statystyki-liczba-zgonow-10032021,10.03.2021,"Wsparcie dla seniorów będzie jednym z filarów Polskiego Nowego Ładu – zadeklarował premier Mateusz Morawiecki. Przypomniał o dodatkowych świadczeniach dla emerytów i rencistów, które zostały wprowadzone za rządów Zjednoczonej Prawicy.",ERROR
8516,Polska,7,Dziś rekordowa liczba nowych zakażeń. Wiceminister ujawnił dane,https://www.tvp.info/52710387/koronawirus-w-polsce-dzis-rekord-zakazen-w-tym-roku-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-10-marca,10.03.2021,Morze znacząco się obniży.,ERROR
8525,Polska,8,Dworczyk o zaleceniach NFZ: Sytuacja pandemiczna wymusza działania radykalne,https://www.tvp.info/52701599/dworczyk-o-zaleceniach-nfz-sytuacja-pandemiczna-wymusza-dzialania-radykalne,9.03.2021,"Nie żyje przedsiębiorca, który prowadził market w sąsiedztwie placu Stefanidesa w Zamościu – informuje „Dziennik Wschodni”. W zeszłym miesiącu rozdawał towar z powodu likwidacji sklepu.",ERROR
8535,Polska,8,Pandemia a zdrowie psychiczne dzieci. Spotkanie w Pałacu Prezydenckim,https://www.tvp.info/52695533/koronawirus-a-zdrowie-psychiczne-dzieci-spotkanie-w-palacu-prezydenckim,9.03.2021,"19-letni Marceli C., podejrzany o to, że w grudniu 2019 r. w Ząbkowicach Śl. zabił swoich rodziców i młodszego brata, był w chwili popełnienia czynu poczytalny – wynika z opinii biegłych. C. najpierw upozorował napad na dom, a potem przyznał się do zbrodni.",ERROR
8539,Polska,8,Ognisko koronawirusa w schronisku dla bezdomnych. Dziesiątki zakażonych,https://www.tvp.info/52694761/ognisko-koronawirusa-w-schronisku-dla-bezdomnych-dziesiatki-zakazonych,9.03.2021,"Dziś odbyła się próbna matura z języka polskiego na poziomie rozszerzonym, organizowana przez Centralną Komisję Egzaminacyjną. Sprawdź arkusze z tej części egzaminu.",ERROR
8540,Polska,9,Trzecia fala koronawirusa. Rzecznik MZ o największych troskach decydentów,https://www.tvp.info/52694414/koronawirus-ministerstwo-zdrowia-moze-zabraknac-personelu-medycznego,9.03.2021,9 marca 1943 roku na terenach okupowanej Polski władze III Rzeszy zalegalizowały aborcję w nieograniczonym zakresie. W tym czasie aborcja na terenie Niemiec była zakazana. – Niemieccy lekarze traktowali aborcję jako humanitarną działalność; nie odeszliśmy od tego w ogóle – mówi portalowi tvp.info prof. Marek Czachorowski.,ERROR
8552,Polska,9,Ile jest dziś zakażeń? Nowy raport Ministerstwa Zdrowia,https://www.tvp.info/52691803/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-9-marca-wtorek-statystyki-liczba-zgonow-9032021,9.03.2021,W czwartek nastąpi duża zmiana w pogodzie. Synoptycy IMGW prognozują silny wiatr nawet do 90 km/h. Na Bałtyku spodziewany jest sztorm. W kolejnych dniach termometry pokażą maksymalnie 11 st. W nocy z wtorku na środę będzie mróz nawet do -10 st.,ERROR
8571,Polska,0,Ile osób zaszczepiono na COVID-19? Są nowe dane – kolejna granica przekroczona,https://www.tvp.info/52681434/koronawirus-w-polsce-ile-osob-zaszczepiono-na-covid-19-michal-dworczyk-podal-nowe-dane-wykonalismy-juz-ponad-4-mln-szczepien-na-koronawirusa,8.03.2021,"W kolejnych sondażach poparcie dla KO i Polski 2050 jest niemal identyczne. Czemu PO, która ma prawie 20 mln zł subwencji rocznie nie radzi sobie w starciu z partią byłego showmana Szymona Hołowni, aktywnego głównie w mediach społecznościowych? – To zupełnie inna skala, ale skala Borysa Budki w jego nieudolności wychodzi poza wszelkie ramy. Żadne pieniądze nie pomogą, skoro PO ma takiego lidera. To jest totalna porażka. PO bardzo narzekała na Grzegorza Schetynę. Przyszedł Budka i pokazał, co to jest prawdziwa nieumiejętność –  powiedział tvp.info poseł PiS Robert Gontarz.",ERROR
8584,Polska,1,Prezydent spotkał się ze strażakami. Dziękował za walkę  z pandemią,https://www.tvp.info/52675671/koronawirus-w-polsce-prezydent-andrzej-duda-podziekowal-strazakom-psp-i-osp-za-ich-zaangazowanie-w-walke-z-koronawirusem,8.03.2021,"Pogrzeb Jana Lityńskiego odbędzie się w środę, 10 marca, w Warszawie – poinformował  Eugeniusz Smolar. Były działacz opozycji w PRL spocznie na Cmentarzu Wojskowym na Powązkach obok m.in. Jacka Kuronia, Bronisława Geremka i Henryka Wujca.",ERROR
8595,Polska,1,Kilka tysięcy zakażeń. Nowe dane Ministerstwa Zdrowia,https://www.tvp.info/52673455/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-8-marca-poniedzialek-statystyki-liczba-zgonow-8032021,8.03.2021,"W ciągu ostatniego tygodnia dzienna liczba nowych zakażeń utrzymywała się na poziomie około 15 tys. Nawet w sobotę wynik przekroczył 13 tys. zachorowań. – Musimy patrzeć na sprawę obostrzeń pod kątem wydolności naszej służby zdrowia – mówi portalowi tvp.info Bolesław Piecha (PiS), były wiceminister zdrowia. Zaznacza, że wciąż mamy zapas wolnych łóżek szpitalnych i respiratorów, ale przy takim tempie zachorowań niebawem może się to zmienić. – Lockdown, jaki obserwujemy na Warmii i Mazurach czy Pomorzu, nie jest wykluczony – przyznaje.",ERROR
8601,Polska,2,500 osób z COVID-19 trafiło do szpitali w ciągu doby. Więcej młodych,https://www.tvp.info/52672462/koronawirus-polska-wiceminister-zdrowia-waldemar-kraska-podal-ilu-nowych-pacjentow-z-covid-19-trafilo-do-szpitala,8.03.2021,"Prezydent Andrzej Duda wziął w Zakopanem udział w charytatywnych zawodach narciarskich. Była snowboardzistka i posłanka KO Jagna Marczułajtis-Walczak przyznała, że z Dudą łączy go wielka pasja do narciarstwa.",ERROR
8618,Polska,2,Lider Konfederacji neguje trzecią falę COVID-19. „Medialne hasło”,https://www.tvp.info/52662734/koronawirus-krzysztof-bosak-neguje-trzecia-fale-covid-19-w-polsce-to-medialne-haslo-by-straszyc-spoleczenstwo,7.03.2021,"Wydaje mi się, że Daniel Obajtek jest dobrym prezesem Orlenu i bardzo dobrze sobie radzi na tej funkcji; najważniejsze jest, żeby firmą dobrze zarządzano, a w tej kwestii akurat wszytko dobrze się dzieje – powiedział w niedzielę w Zakopanem prezydent Andrzej Duda.",ERROR
8628,Polska,3,Duży spadek liczby zgonów. Nowe dane MZ o epidemii koronawirusa,https://www.tvp.info/52660817/koronawirus-w-polsce-nowe-przypadki-zakazenia-covid-19-dane-ministerstwa-zdrowia-z-dzisiaj-7-marca-niedziela-statystyki-rosnie-liczba-zgonow-7032021,7.03.2021,"„Czyżby Jarosław wybierał delfinów wg tego, który najlepiej ukryje swój majątek?...” – napisał na Twitterze szef PO Borys Budka. Chciał się w ten sposób odnieść do sugestii posła PO Marka Sowy, jakoby prezes PKN Orlen Daniel Obajtek, kupił w Lanckoronie dwie nieruchomości, które następnie przepisał na matkę. „Miliony z łapówek – jak podejrzewa prokuratura – poukrywane w specjalnych skrytkach to miał Sławomir Nowak, zaufany człowiek Donalda Tuska” – przypomniał Budce Piotr Nisztor, zamieszczając wpis na Twitterze.",ERROR
8638,Polska,3,Zatrzymania i mandaty. W Katowicach odbył się marsz „antycovidowców”,https://www.tvp.info/52655290/koronawirus-w-polsce-zatrzymania-i-mandaty-po-marszu-antycovidowcow-w-katowicach,6.03.2021,"Dzisiejsze wydanie „Panoramy” TVP3 Gdańsk rozpoczęło się od wspomnienia zmarłego ostatniej nocy tragicznie dziennikarza tej stacji, Piotra Świąca. – Od 30 lat Piotr spotykał się z Państwem podczas „Panoramy”. Dla nas był przede wszystkim przyjacielem i ciepłym dobrym człowiekiem” – mówiła, nie mogąc powstrzymać łez, prezenterka programu, Bernadeta Budzisz-Rogowska. – Był kimś, kogo kocha kamera, robił wielkie wrażenie, żył dziennikarstwem, czuł to bardzo – opisywali go redakcyjni koledzy. „Pełnego uśmiechu i oddania służbie dziennikarskiej” pracownika wspominał również prezes TVP Jacek Kurski.",ERROR
8662,Polska,5,Jak będzie wyglądać Wielkanoc w czasie pandemii? MZ wyda rekomendacje,https://www.tvp.info/52649946/obostrzenia-koronawirus-mozliwe-ograniczenie-kontaktow-w-czasie-wielkanocy-minister-wiceminister-zdrowia-waldemar-kraska,6.03.2021,"– Nie ma przeszkód, by Fidesz mógł stać się członkiem grupy Europejskich Konserwatystów i Reformatorów (EKR) w Parlamencie Europejskim; potrzebna jest tylko wola obu stron – powiedział w rozmowie europoseł Zdzisław Krasnodębski (PiS).",ERROR
8665,Polska,5,Koronawirus w Polsce. Raport Ministerstwa Zdrowia o stanie epidemii,https://www.tvp.info/52649766/koronawirus-w-polsce-nowe-przypadki-zakazen-covid-19-raport-ministerstwa-zdrowia-z-6-marca-sobota-nowe-obostrzenia-lockdown-w-kolejnym-wojewodztwie,6.03.2021,"Sześć osób zginęło, a 30 zostało rannych w wyniku wypadku, do którego doszło w Kaszycach w pobliżu Jarosławia na autostradzie A4. Autobus na ukraińskich numerach rejestracyjnych uderzył w osłonę energochłonną przy końcu pasa zjazdowego na MOP Kaszyce, a następnie w bariery i przewrócił się do rowu.",ERROR
8669,Polska,5,Wiceminister zdrowia podał nowe dane o COVID-19. Ile jest dziś zakażeń i zgonów?,https://www.tvp.info/52648887/koronawirus-w-polsce-nowe-dane-ministerstwa-zdrowia-z-6-marca-sobota-ile-jest-dzis-zakazen-statystyki-covid-19-nowe-obostrzenia,6.03.2021,"Sześć osób zginęło, a 30 zostało rannych w wyniku wypadku, do którego doszło w Kaszycach w pobliżu Jarosławia na autostradzie A4. Autobus na ukraińskich numerach rejestracyjnych uderzył w osłonę energochłonną przy końcu pasa zjazdowego na MOP Kaszyce, a następnie w bariery i przewrócił się do rowu.",ERROR
8684,Polska,6,Radom: W szpitalu brakuje łóżek covidowych i respiratorów,https://www.tvp.info/52637517/koronawirus-radom-w-szpitalu-brakuje-lozek-covidowych-i-respiratorow,5.03.2021,"Koronawirus w Polsce. Rząd zdecydował ws. dalszych obostrzeń. W większości kraju obowiązujące restrykcje zostały przedłużone. Nowe zasady – na wzór obowiązujących już na Warmii i Mazurach – wprowadzono w województwie pomorskim – powiedział w piątek na konferencji minister zdrowia Adam Niedzielski. Jest jednak jeden wyjątek: w obu tych województwach zamiast edukacji w trybie zdalnym, od 15 marca wprowadzone zostanie nauczanie hybrydowe.",ERROR
8692,Polska,6,Premier: Mamy szansę przebić wzrost gospodarczy sprzed pandemii,https://www.tvp.info/52633095/koronawirus-covid-19-premier-mateusz-morawiecki-mamy-szanse-przebic-wzrost-gospodarczy-sprzed-pandemii,5.03.2021,"Fragmenty skał stropowych, które w czwartek zabiły dwóch górników w kopalni Mysłowice-Wesoła, zasypały wyrobisko na długości ok. 3,5 m i szerokości 1,6 m. Pracownicy znaleźli się w środku wysokiego na trzy metry zwałowiska – wynika z ustaleń nadzoru górniczego, który wyjaśnia okoliczności wypadku.",ERROR
8696,Polska,6,Najwięcej zakażeń koronawirusem. Drastycznie rośnie liczba zajętych łóżek,https://www.tvp.info/52632382/koronawirus-w-polsce-nowe-przypadki-zakazen-covid-19-dzisiaj-piatek-5-marca-nowe-dane-ministerstwa-zdrowia-statystyki-ile-jest-dzis-zakazen-5032021,5.03.2021,– Najbliższa dostawa szczepionek przeciw COVID-19 planowana jest na poniedziałek – powiedział w piątek na antenie radiowej Jedynki prezes Rządowej Agencji Rezerw Strategicznych Michał Kuczmierowski.,ERROR
8720,Polska,8,Premier o pandemii: Bolesna lekcja pokory,https://www.tvp.info/52619746/koronawirus-w-polsce-premier-mateusz-morawicki-bolesna-lekcja-pokory,4.03.2021,"Czy Solidarna Polska i Porozumienie opuszczą obóz Zjednoczonej Prawicy i samodzielnie wystartują w kolejnych wyborach do sejmu?„Super Express” opublikował wyniki sondażu, uwzględniającego poparcie dla partii Zbigniewa Ziobry i Jarosława Gowina.",ERROR
8735,Polska,8,"Rok z COVID-19, ponad rok z fake newsami. Tak dezinformowano na początku pandemii",https://www.tvp.info/52610729/koronawirus-w-polsce-i-fake-newsy-na-ten-temat-dezinformacja-nt-epidemii-covid-19-zaczela-sie-jeszcze-przed-pierwsza-infekcja,4.03.2021,"Nie cichną kontrowersje wokół stacji TVN i kolejnej afery, jaką wywołał list pracowników stacji i stawiane w nim zarzuty wobec kierownictwa Discovery w Polsce, w tym szefowej Katarzyny Kieli. Część mediów o liście nie poinformowała w ogóle, inne forsowały wątpliwości co do jego autentyczności. W rozmowie z Wirtualną Polską były operator TVN Kamil Różalski, który informował niedawno o „patologiach pracowniczych” prywatnego nadawcy, przyznaje: „Podejrzewam, że list wyszedł z samego TVN albo nawet z Discovery”.",ERROR
8740,Polska,9,Mija rok od potwierdzenia pierwszego przypadku koronawirusa w Polsce,https://www.tvp.info/52612563/covid-19-w-polsce-pandemia-kalendarium-rok-temu-wykryto-pierwszy-przypadek-koronawirusa-w-polsce,4.03.2021,"Politycy z regionu łódzkiego nie mają wątpliwości, że odejście Tomasza Zimocha z Koalicji Obywatelskiej było kwestią czasu. – Został na siłę wciśnięty na listę KO w Łodzi. Działo się to wbrew woli struktur. Od samego początku skłócił Platformę w tym regionie – mówi portalowi tvp.info Dariusz Klimczak (PSL). Podobne opinie wyrażają inni politycy. – Ma swoje zdanie, więc zamiast w to brnąć, wolał odejść – dodaje Robert Telus (PiS) i sugeruje, że większość działaczy Platformy Obywatelskiej skończy u Szymona Hołowni.",ERROR
8741,Polska,9,Trzecia fala nie słabnie. Najnowsze dane resortu zdrowia o stanie epidemii,https://www.tvp.info/52613731/koronawirus-w-polsce-nowe-przypadki-zakazen-covid-19-raport-ministerstwa-zdrowia-z-4-marca-statystyki-ile-jest-dzis-zakazen-nowe-obostrzenia-i-trzecia-fala-epidemii,4.03.2021,Na budowie na osiedlu Popowice we Wrocławiu odnaleziono bombę – niewypał z czasów II wojny światowej. Rozpoczęła się ju akcja ewakuacyjna mieszkańców z okolicznych domów przed podjęciem niewypału przez saperów.,ERROR
8745,Polska,9,Niedzielski: Dziś ponad 15 tys. zakażeń,https://www.tvp.info/52612892/koronawirus-raport-0403-nowe-przypadki-covid-19-w-polsce-minister-zdrowia-adam-niedzielski-15-tys-250-nowych-zakazen-koronawirusem-296-osob-zmarlo,4.03.2021,"Czekamy na to, by uczniowie klas IV-VIII, licealiści i studenci wrócili do nauczania stacjonarnego, ale tych warunków nie ma – powiedział minister edukacji nauki Przemysław Czarnek. Na antenie TVP1 pytany, czy istnieje ryzyko, że uczniowie klas 1-3 wrócą do nauki zdalnej, przyznał, że „na pewno jest takie zagrożenie”, a najlepszym przykładem jest woj. warmińsko-mazurskie. Odniósł się też do majowych terminów matur.",ERROR
